"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ERR026473","ERR026474","ERR026478","ERR026481","ERR026482","ERR029206","ERR029207"
"group_761","","Putative thiazole biosynthetic enzyme","7","7","1","13","22","","","","1442","1442","1442","IABJFMEL_00023","FNKIIBCC_00236","KLCLGNMD_00688","LJFBHMDO_00185","FJKEEGCC_00185","LCKBFCAL_00225","GLGINFII_00541"
"ctpF_1","","putative cation-transporting ATPase F","7","7","1","16","45","","","","836","836","836","IABJFMEL_01681","FNKIIBCC_01750","KLCLGNMD_02156","LJFBHMDO_02100","FJKEEGCC_01823","LCKBFCAL_01725","GLGINFII_01753"
"mazF5","","putative endoribonuclease MazF5","7","7","1","36","3","","","","329","329","329","IABJFMEL_02950","FNKIIBCC_02961","KLCLGNMD_03153","LJFBHMDO_02996","FJKEEGCC_03016","LCKBFCAL_03266","GLGINFII_03326"
"group_764","","hypothetical protein","7","7","1","2","253","","","","503","503","503","IABJFMEL_00921","FNKIIBCC_00893","KLCLGNMD_00283","LJFBHMDO_00967","FJKEEGCC_00834","LCKBFCAL_00104","GLGINFII_00235"
"dinB1_1","","DNA polymerase IV 1","7","7","1","10","86","","","","1391","1391","1391","IABJFMEL_00386","FNKIIBCC_00346","KLCLGNMD_01059","LJFBHMDO_01485","FJKEEGCC_01342","LCKBFCAL_00752","GLGINFII_00945"
"rsmD","","Ribosomal RNA small subunit methyltransferase D","7","7","1","13","53","","","","566","566","566","IABJFMEL_00056","FNKIIBCC_00269","KLCLGNMD_00721","LJFBHMDO_00218","FJKEEGCC_00218","LCKBFCAL_00258","GLGINFII_00574"
"rpsD","","30S ribosomal protein S4","7","7","1","32","7","","","","605","605","605","IABJFMEL_02835","FNKIIBCC_02873","KLCLGNMD_03020","LJFBHMDO_02886","FJKEEGCC_02932","LCKBFCAL_03075","GLGINFII_03174"
"parD1","","Antitoxin ParD1","7","7","1","16","16","","","","251","251","251","IABJFMEL_03523","FNKIIBCC_03590","KLCLGNMD_03677","LJFBHMDO_03601","FJKEEGCC_03560","LCKBFCAL_01672","GLGINFII_01700"
"group_769","","hypothetical protein","7","7","1","25","3","","","","563","563","563","IABJFMEL_01803","FNKIIBCC_02293","KLCLGNMD_02224","LJFBHMDO_02180","FJKEEGCC_02365","LCKBFCAL_02214","GLGINFII_02473"
"cutM","","Carbon monoxide dehydrogenase medium chain","7","7","1","4","125","","","","902","902","902","IABJFMEL_02964","FNKIIBCC_02779","KLCLGNMD_00501","LJFBHMDO_02589","FJKEEGCC_02492","LCKBFCAL_01617","GLGINFII_00375"
"glnA","","Glutamine synthetase","7","7","1","5","144","","","","1361","1361","1361","IABJFMEL_01099","FNKIIBCC_01605","KLCLGNMD_02031","LJFBHMDO_01974","FJKEEGCC_00300","LCKBFCAL_02134","GLGINFII_02351"
"nlhH_7","","Carboxylesterase NlhH","7","7","1","6","66","","","","1262","1262","1262","IABJFMEL_02068","FNKIIBCC_02069","KLCLGNMD_02499","LJFBHMDO_01161","FJKEEGCC_02265","LCKBFCAL_02531","GLGINFII_02659"
"adhC","","NADP-dependent alcohol dehydrogenase C","7","7","1","12","77","","","","1040","1040","1040","IABJFMEL_00746","FNKIIBCC_00693","KLCLGNMD_01350","LJFBHMDO_00727","FJKEEGCC_00755","LCKBFCAL_01069","GLGINFII_01227"
"clpS","","ATP-dependent Clp protease adapter protein ClpS","7","7","1","26","7","","","","305","305","305","IABJFMEL_02313","FNKIIBCC_02342","KLCLGNMD_02310","LJFBHMDO_02572","FJKEEGCC_01965","LCKBFCAL_02389","GLGINFII_02522"
"group_775","","hypothetical protein","7","7","1","4","116","","","","593","593","593","IABJFMEL_02973","FNKIIBCC_02788","KLCLGNMD_00510","LJFBHMDO_02598","FJKEEGCC_02483","LCKBFCAL_01608","GLGINFII_00366"
"virS_1","","HTH-type transcriptional regulator VirS","7","7","1","7","74","","","","1061","1061","1061","IABJFMEL_00281","FNKIIBCC_00743","KLCLGNMD_00830","LJFBHMDO_00326","FJKEEGCC_00449","LCKBFCAL_00367","GLGINFII_00679"
"group_777","","hypothetical protein","7","7","1","58","3","","","","1316","1316","1316","IABJFMEL_04018","FNKIIBCC_04012","KLCLGNMD_04021","LJFBHMDO_04025","FJKEEGCC_04029","LCKBFCAL_04017","GLGINFII_04007"
"gndA","","6-phosphogluconate dehydrogenase, NADP( )-dependent, decarboxylating","7","7","1","5","178","","","","1451","1451","1451","IABJFMEL_01133","FNKIIBCC_01571","KLCLGNMD_02065","LJFBHMDO_02008","FJKEEGCC_00334","LCKBFCAL_02168","GLGINFII_02317"
"ideR_2","","Iron-dependent repressor IdeR","7","7","1","3","195","","","","692","692","692","IABJFMEL_02579","FNKIIBCC_01447","KLCLGNMD_01833","LJFBHMDO_00633","FJKEEGCC_01514","LCKBFCAL_01855","GLGINFII_02179"
"aftA","","Galactan 5-O-arabinofuranosyltransferase","7","7","1","7","15","","","","1892","1931","1897","IABJFMEL_00344","FNKIIBCC_00806","KLCLGNMD_00767","LJFBHMDO_00263","FJKEEGCC_00512","LCKBFCAL_00304","GLGINFII_00616"
"pyrH","","Uridylate kinase","7","7","1","9","55","","","","785","785","785","IABJFMEL_02437","FNKIIBCC_02489","KLCLGNMD_02799","LJFBHMDO_01011","FJKEEGCC_01085","LCKBFCAL_03215","GLGINFII_03292"
"group_781","","hypothetical protein","7","7","1","8","91","","","","152","152","152","IABJFMEL_01371","FNKIIBCC_01264","KLCLGNMD_01725","LJFBHMDO_01360","FJKEEGCC_01272","LCKBFCAL_01992","GLGINFII_02074"
"group_782","","Antitoxin VapB35","7","7","1","16","19","","","","272","272","272","IABJFMEL_03527","FNKIIBCC_03594","KLCLGNMD_03681","LJFBHMDO_03605","FJKEEGCC_03556","LCKBFCAL_01676","GLGINFII_01704"
"group_783","","hypothetical protein","7","7","1","37","6","","","","251","251","251","IABJFMEL_02733","FNKIIBCC_02665","KLCLGNMD_03050","LJFBHMDO_02931","FJKEEGCC_02809","LCKBFCAL_03087","GLGINFII_03186"
"group_784","","hypothetical protein","7","7","1","3","192","","","","974","974","974","IABJFMEL_02582","FNKIIBCC_01450","KLCLGNMD_01836","LJFBHMDO_00636","FJKEEGCC_01511","LCKBFCAL_01852","GLGINFII_02176"
"group_785","","hypothetical protein","7","7","1","32","18","","","","1214","1214","1214","IABJFMEL_02824","FNKIIBCC_02862","KLCLGNMD_03009","LJFBHMDO_02875","FJKEEGCC_02943","LCKBFCAL_03064","GLGINFII_03163"
"group_786","","hypothetical protein","7","7","1","1","77","","","","659","659","659","IABJFMEL_00178","FNKIIBCC_00193","KLCLGNMD_00120","LJFBHMDO_00081","FJKEEGCC_00082","LCKBFCAL_00509","GLGINFII_00082"
"trmI","","tRNA (adenine(58)-N(1))-methyltransferase TrmI","7","7","1","42","22","","","","770","770","770","IABJFMEL_03354","FNKIIBCC_03695","KLCLGNMD_03493","LJFBHMDO_03390","FJKEEGCC_03453","LCKBFCAL_03557","GLGINFII_03597"
"pyrB","","Aspartate carbamoyltransferase","7","7","1","3","87","","","","959","959","959","IABJFMEL_03469","FNKIIBCC_03406","KLCLGNMD_03225","LJFBHMDO_03430","FJKEEGCC_03089","LCKBFCAL_03598","GLGINFII_03419"
"lipB","","Octanoyltransferase","7","7","1","2","215","","","","692","692","692","IABJFMEL_00882","FNKIIBCC_00854","KLCLGNMD_00244","LJFBHMDO_00928","FJKEEGCC_00873","LCKBFCAL_00143","GLGINFII_00196"
"lspA","","Lipoprotein signal peptidase","7","7","1","10","84","","","","506","608","520","IABJFMEL_00384","FNKIIBCC_00344","KLCLGNMD_01057","LJFBHMDO_01483","FJKEEGCC_01340","LCKBFCAL_00754","GLGINFII_00947"
"nudL","","putative Nudix hydrolase NudL","7","7","1","40","10","","","","821","821","821","IABJFMEL_03375","FNKIIBCC_03388","KLCLGNMD_03279","LJFBHMDO_03411","FJKEEGCC_03225","LCKBFCAL_03385","GLGINFII_03387"
"group_791","","PPE family protein PPE34","7","7","1","44","2","","","","500","500","500","IABJFMEL_04087","FNKIIBCC_03239","KLCLGNMD_04084","LJFBHMDO_04082","FJKEEGCC_04084","LCKBFCAL_03442","GLGINFII_03446"
"group_792","","hypothetical protein","7","7","1","4","120","","","","896","896","896","IABJFMEL_02969","FNKIIBCC_02784","KLCLGNMD_00506","LJFBHMDO_02594","FJKEEGCC_02487","LCKBFCAL_01612","GLGINFII_00370"
"group_793","","Putative enoyl-CoA hydratase EchA13","7","7","1","1","366","","","","938","938","938","IABJFMEL_01734","FNKIIBCC_01816","KLCLGNMD_00921","LJFBHMDO_02147","FJKEEGCC_01895","LCKBFCAL_00578","GLGINFII_00770"
"group_794","","hypothetical protein","7","7","1","13","3","","","","1013","1013","1013","IABJFMEL_00003","FNKIIBCC_00216","KLCLGNMD_00668","LJFBHMDO_00165","FJKEEGCC_00165","LCKBFCAL_00205","GLGINFII_00521"
"sufC","","Vegetative protein 296","7","7","1","33","13","","","","800","800","800","IABJFMEL_03796","FNKIIBCC_03825","KLCLGNMD_03904","LJFBHMDO_03795","FJKEEGCC_03792","LCKBFCAL_03914","GLGINFII_03690"
"eccE5","","ESX-5 secretion system protein EccE5","7","7","1","9","86","","","","1220","1220","1220","IABJFMEL_02898","FNKIIBCC_03553","KLCLGNMD_03106","LJFBHMDO_03517","FJKEEGCC_02886","LCKBFCAL_03119","GLGINFII_03229"
"group_797","","Putative decaprenylphosphoryl-5-phosphoribose phosphatase","7","7","1","8","85","","","","533","533","533","IABJFMEL_01377","FNKIIBCC_01270","KLCLGNMD_01731","LJFBHMDO_01366","FJKEEGCC_01266","LCKBFCAL_01998","GLGINFII_02080"
"mmpL4","","Siderophore exporter MmpL4","7","7","1","4","70","","","","2903","2903","2903","IABJFMEL_00930","FNKIIBCC_00483","KLCLGNMD_00426","LJFBHMDO_00562","FJKEEGCC_00693","LCKBFCAL_00824","GLGINFII_00450"
"group_799","","hypothetical protein","7","7","1","1","245","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","461","461","461","IABJFMEL_03285","FNKIIBCC_01476","KLCLGNMD_01862","LJFBHMDO_01680","FJKEEGCC_01588","LCKBFCAL_04109","GLGINFII_04115"
"group_8","","hypothetical protein","7","7","1","6","179","","","","569","1358","821","IABJFMEL_03186","FNKIIBCC_03191","KLCLGNMD_03804","LJFBHMDO_03046","FJKEEGCC_03401","LCKBFCAL_03296","GLGINFII_02892"
"ubiG_2","","Ubiquinone biosynthesis O-methyltransferase","7","7","1","10","44","","","","764","839","817","IABJFMEL_00415","FNKIIBCC_00375","KLCLGNMD_01088","LJFBHMDO_01636","FJKEEGCC_01471","LCKBFCAL_00723","GLGINFII_00916"
"group_800","nlhH_4","Carboxylesterase NlhH","7","7","1","6","40","","","","959","959","959","IABJFMEL_02095","FNKIIBCC_02042","KLCLGNMD_02472","LJFBHMDO_01134","FJKEEGCC_02238","LCKBFCAL_02558","GLGINFII_02686"
"group_801","","hypothetical protein","7","7","1","12","76","","","","374","374","374","IABJFMEL_00745","FNKIIBCC_00692","KLCLGNMD_01351","LJFBHMDO_00728","FJKEEGCC_00756","LCKBFCAL_01068","GLGINFII_01228"
"group_802","","hypothetical protein","7","7","1","5","130","","","","539","539","539","IABJFMEL_01085","FNKIIBCC_01619","KLCLGNMD_02017","LJFBHMDO_01960","FJKEEGCC_00286","LCKBFCAL_02120","GLGINFII_02365"
"group_803","","hypothetical protein","7","7","1","12","3","","","","914","914","914","IABJFMEL_00766","FNKIIBCC_00713","KLCLGNMD_01330","LJFBHMDO_00707","FJKEEGCC_00735","LCKBFCAL_01089","GLGINFII_01207"
"group_804","","hypothetical protein","7","7","1","1","377","","","","254","254","254","IABJFMEL_01746","FNKIIBCC_01804","KLCLGNMD_00933","LJFBHMDO_02135","FJKEEGCC_01907","LCKBFCAL_00590","GLGINFII_00782"
"cdsA","","Phosphatidate cytidylyltransferase","7","7","1","9","57","","","","920","920","920","IABJFMEL_03037","FNKIIBCC_03025","KLCLGNMD_03187","LJFBHMDO_01014","FJKEEGCC_01088","LCKBFCAL_03218","GLGINFII_03295"
"thiL","","Thiamine-monophosphate kinase","7","7","1","13","42","","","","1001","1001","1001","IABJFMEL_00045","FNKIIBCC_00258","KLCLGNMD_00710","LJFBHMDO_00207","FJKEEGCC_00207","LCKBFCAL_00247","GLGINFII_00563"
"group_807","","hypothetical protein","7","7","1","56","8","","","","419","419","419","IABJFMEL_04041","FNKIIBCC_04049","KLCLGNMD_04045","LJFBHMDO_04042","FJKEEGCC_04026","LCKBFCAL_04041","GLGINFII_04041"
"group_808","","Magnesium transporter MgtE","7","7","1","3","156","","","","1307","1307","1307","IABJFMEL_02226","FNKIIBCC_03073","KLCLGNMD_02651","LJFBHMDO_00672","FJKEEGCC_03108","LCKBFCAL_03337","GLGINFII_01634"
"group_809","","hypothetical protein","7","7","1","36","1","","","","485","485","485","IABJFMEL_02952","FNKIIBCC_02963","KLCLGNMD_03155","LJFBHMDO_02994","FJKEEGCC_03014","LCKBFCAL_03264","GLGINFII_03324"
"upp","","Uracil phosphoribosyltransferase","7","7","1","2","178","","","","623","716","676","IABJFMEL_00480","FNKIIBCC_01964","KLCLGNMD_01153","LJFBHMDO_03227","FJKEEGCC_02028","LCKBFCAL_00181","GLGINFII_01074"
"group_810","","hypothetical protein","7","7","1","41","7","","","","620","620","620","IABJFMEL_03700","FNKIIBCC_03318","KLCLGNMD_03431","LJFBHMDO_03340","FJKEEGCC_03298","LCKBFCAL_03512","GLGINFII_03519"
"group_811","","Insertion sequence IS5376 putative ATP-binding protein","7","7","1","29","27","","","","746","746","746","IABJFMEL_02373","FNKIIBCC_02746","KLCLGNMD_02735","LJFBHMDO_02640","FJKEEGCC_02857","LCKBFCAL_02795","GLGINFII_02975"
"ptlF","","1-deoxy-11-beta-hydroxypentalenate dehydrogenase","7","7","1","1","202","","","","827","827","827","IABJFMEL_02755","FNKIIBCC_02687","KLCLGNMD_00022","LJFBHMDO_01072","FJKEEGCC_02600","LCKBFCAL_02875","GLGINFII_02707"
"rpfD","","Resuscitation-promoting factor RpfD","7","7","1","28","21","","","","464","464","464","IABJFMEL_01813","FNKIIBCC_01880","KLCLGNMD_02234","LJFBHMDO_02257","FJKEEGCC_01927","LCKBFCAL_02313","GLGINFII_02508"
"tatC","","Sec-independent protein translocase protein TatC","7","7","1","14","55","","","","854","854","854","IABJFMEL_03887","FNKIIBCC_01931","KLCLGNMD_03935","LJFBHMDO_02269","FJKEEGCC_03888","LCKBFCAL_03924","GLGINFII_02416"
"ftsL","","Cell division protein FtsL","7","7","1","19","54","","","","686","686","686","IABJFMEL_02166","FNKIIBCC_02315","KLCLGNMD_01598","LJFBHMDO_01305","FJKEEGCC_01164","LCKBFCAL_01769","GLGINFII_01886"
"pfkB","","Putative ATP-dependent 6-phosphofructokinase isozyme 2","7","7","1","31","18","","","","1019","1019","1019","IABJFMEL_02657","FNKIIBCC_02624","KLCLGNMD_02970","LJFBHMDO_02838","FJKEEGCC_02750","LCKBFCAL_03025","GLGINFII_03126"
"linC","","2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase","7","7","1","36","4","","","","770","770","770","IABJFMEL_02949","FNKIIBCC_02960","KLCLGNMD_03152","LJFBHMDO_02997","FJKEEGCC_03017","LCKBFCAL_03267","GLGINFII_03327"
"arcA","","Arginine deiminase","7","7","1","19","25","","","","1208","1208","1208","IABJFMEL_03213","FNKIIBCC_03216","KLCLGNMD_01575","LJFBHMDO_01282","FJKEEGCC_01141","LCKBFCAL_01792","GLGINFII_01863"
"group_819","","Putative S-adenosyl-L-methionine-dependent methyltransferase","7","7","1","7","20","","","","926","926","926","IABJFMEL_00339","FNKIIBCC_00801","KLCLGNMD_00772","LJFBHMDO_00268","FJKEEGCC_00507","LCKBFCAL_00309","GLGINFII_00621"
"group_82","","hypothetical protein","7","7","1","2","183","","","","479","599","581","IABJFMEL_00485","FNKIIBCC_01959","KLCLGNMD_01158","LJFBHMDO_03232","FJKEEGCC_02033","LCKBFCAL_00176","GLGINFII_01069"
"group_820","","Putative antitoxin VapB29","7","7","1","1","424","","","","227","227","227","IABJFMEL_02038","FNKIIBCC_01309","KLCLGNMD_00983","LJFBHMDO_01591","FJKEEGCC_01397","LCKBFCAL_00640","GLGINFII_00832"
"fadA_1","","Putative acyltransferase","7","7","1","1","210","","","","1211","1211","1211","IABJFMEL_02763","FNKIIBCC_02695","KLCLGNMD_00014","LJFBHMDO_01080","FJKEEGCC_02592","LCKBFCAL_02883","GLGINFII_02715"
"group_822","","hypothetical protein","7","7","1","14","1","","","","611","611","611","IABJFMEL_02557","FNKIIBCC_02604","KLCLGNMD_02952","LJFBHMDO_02782","FJKEEGCC_02732","LCKBFCAL_02971","GLGINFII_03066"
"group_823","","hypothetical protein","7","7","1","2","58","","","","986","986","986","IABJFMEL_02250","FNKIIBCC_02437","KLCLGNMD_02607","LJFBHMDO_00465","FJKEEGCC_02381","LCKBFCAL_02686","GLGINFII_02856"
"mazE9","","Antitoxin MazE9","7","7","1","18","12","","","","218","218","218","IABJFMEL_01277","FNKIIBCC_01219","KLCLGNMD_01680","LJFBHMDO_01387","FJKEEGCC_01246","LCKBFCAL_01898","GLGINFII_01980"
"group_825","","hypothetical protein","7","7","1","11","29","","","","317","317","317","IABJFMEL_02631","FNKIIBCC_02559","KLCLGNMD_02884","LJFBHMDO_02734","FJKEEGCC_02687","LCKBFCAL_00963","GLGINFII_03075"
"hisS","","Histidine--tRNA ligase","7","7","1","22","45","","","","1271","1271","1271","IABJFMEL_01462","FNKIIBCC_01557","KLCLGNMD_01997","LJFBHMDO_01852","FJKEEGCC_01654","LCKBFCAL_02100","GLGINFII_02275"
"ald","","Alanine dehydrogenase","7","7","1","18","34","","","","1115","1115","1115","IABJFMEL_01299","FNKIIBCC_01197","KLCLGNMD_01658","LJFBHMDO_01409","FJKEEGCC_01224","LCKBFCAL_01920","GLGINFII_02002"
"dinB1_2","","DNA polymerase IV 1","7","7","1","12","66","","","","1040","1040","1040","IABJFMEL_00735","FNKIIBCC_00682","KLCLGNMD_01361","LJFBHMDO_00738","FJKEEGCC_00766","LCKBFCAL_01058","GLGINFII_01238"
"group_829","","hypothetical protein","7","7","1","13","59","","","","389","389","389","IABJFMEL_00062","FNKIIBCC_00275","KLCLGNMD_00727","LJFBHMDO_00224","FJKEEGCC_00224","LCKBFCAL_00264","GLGINFII_00580"
"yfmL","","putative ATP-dependent RNA helicase YfmL","7","7","1","2","149","","","","2150","4541","4199","IABJFMEL_00493","FNKIIBCC_01951","KLCLGNMD_01166","LJFBHMDO_03115","FJKEEGCC_02041","LCKBFCAL_03895","GLGINFII_01061"
"group_830","","hypothetical protein","7","7","1","8","89","","","","1661","1661","1661","IABJFMEL_01373","FNKIIBCC_01266","KLCLGNMD_01727","LJFBHMDO_01362","FJKEEGCC_01270","LCKBFCAL_01994","GLGINFII_02076"
"group_831","","hypothetical protein","7","7","1","2","262","","","","437","437","437","IABJFMEL_00577","FNKIIBCC_00526","KLCLGNMD_00292","LJFBHMDO_01894","FJKEEGCC_01751","LCKBFCAL_00095","GLGINFII_00244"
"truB","","tRNA pseudouridine synthase B","7","7","1","18","21","","","","896","896","896","IABJFMEL_01286","FNKIIBCC_01210","KLCLGNMD_01671","LJFBHMDO_01396","FJKEEGCC_01237","LCKBFCAL_01907","GLGINFII_01989"
"group_833","","hypothetical protein","7","7","1","15","73","","","","848","848","848","IABJFMEL_01438","FNKIIBCC_01363","KLCLGNMD_03886","LJFBHMDO_01789","FJKEEGCC_03883","LCKBFCAL_01332","GLGINFII_01382"
"group_834","","hypothetical protein","7","7","1","3","72","","","","536","536","536","IABJFMEL_02845","FNKIIBCC_02914","KLCLGNMD_03063","LJFBHMDO_02990","FJKEEGCC_02962","LCKBFCAL_03179","GLGINFII_01649"
"hhoA","","Putative serine protease HhoA","7","7","1","1","577","","","","1067","1067","1067","IABJFMEL_00097","FNKIIBCC_00113","KLCLGNMD_00040","LJFBHMDO_00161","FJKEEGCC_00002","LCKBFCAL_00429","GLGINFII_00002"
"acdA_1","","Acyl-CoA dehydrogenase","7","7","1","15","70","","","","1121","1121","1121","IABJFMEL_01441","FNKIIBCC_01360","KLCLGNMD_03889","LJFBHMDO_01786","FJKEEGCC_03880","LCKBFCAL_01335","GLGINFII_01379"
"group_837","","hypothetical protein","7","7","1","3","170","","","","206","206","206","IABJFMEL_03880","FNKIIBCC_01472","KLCLGNMD_01858","LJFBHMDO_00658","FJKEEGCC_01489","LCKBFCAL_01830","GLGINFII_02154"
"group_838","","hypothetical protein","7","7","1","2","264","","","","1229","1229","1229","IABJFMEL_00579","FNKIIBCC_00528","KLCLGNMD_00294","LJFBHMDO_01896","FJKEEGCC_01749","LCKBFCAL_00093","GLGINFII_00246"
"group_839","","hypothetical protein","7","7","1","14","47","","","","944","944","944","IABJFMEL_02354","FNKIIBCC_01923","KLCLGNMD_02842","LJFBHMDO_02277","FJKEEGCC_02419","LCKBFCAL_02901","GLGINFII_02408"
"tetC_1","","Transposon Tn10 TetC protein","7","7","1","2","148","","","","665","767","708","IABJFMEL_00494","FNKIIBCC_01950","KLCLGNMD_01167","LJFBHMDO_03116","FJKEEGCC_02042","LCKBFCAL_01424","GLGINFII_01060"
"ispG","","4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)","7","7","1","9","111","","","","1163","1163","1163","IABJFMEL_03049","FNKIIBCC_03037","KLCLGNMD_03199","LJFBHMDO_01026","FJKEEGCC_01100","LCKBFCAL_03230","GLGINFII_03307"
"infC","","Translation initiation factor IF-3","7","7","1","6","145","","","","521","521","521","IABJFMEL_01001","FNKIIBCC_00954","KLCLGNMD_01272","LJFBHMDO_01249","FJKEEGCC_00971","LCKBFCAL_01197","GLGINFII_01963"
"dmpP","","Phenol hydroxylase P5 protein","7","7","1","4","135","","","","1277","1277","1277","IABJFMEL_02954","FNKIIBCC_03902","KLCLGNMD_00491","LJFBHMDO_02579","FJKEEGCC_02502","LCKBFCAL_01627","GLGINFII_00385"
"group_843","","hypothetical protein","7","7","1","16","17","","","","341","341","341","IABJFMEL_03524","FNKIIBCC_03591","KLCLGNMD_03678","LJFBHMDO_03602","FJKEEGCC_03559","LCKBFCAL_01673","GLGINFII_01701"
"tcrX_1","","putative transcriptional regulatory protein TcrX","7","7","1","7","44","","","","704","704","704","IABJFMEL_00312","FNKIIBCC_00774","KLCLGNMD_00799","LJFBHMDO_00295","FJKEEGCC_00480","LCKBFCAL_00336","GLGINFII_00648"
"group_845","","Putative aminotransferase/MSMEI_6121","7","7","1","7","89","","","","1307","1307","1307","IABJFMEL_00264","FNKIIBCC_00727","KLCLGNMD_00846","LJFBHMDO_00342","FJKEEGCC_00433","LCKBFCAL_00383","GLGINFII_00695"
"tam_2","","putative trans-aconitate 2-methyltransferase","7","7","1","1","168","","","","785","785","785","IABJFMEL_03835","FNKIIBCC_03350","KLCLGNMD_00540","LJFBHMDO_03319","FJKEEGCC_03342","LCKBFCAL_03534","GLGINFII_03553"
"gpmA_2","","2,3-bisphosphoglycerate-dependent phosphoglycerate mutase","7","7","1","4","29","","","","770","770","770","IABJFMEL_02983","FNKIIBCC_02965","KLCLGNMD_03184","LJFBHMDO_03051","FJKEEGCC_03463","LCKBFCAL_00864","GLGINFII_00490"
"pstC1","","Phosphate transport system permease protein PstC 1","7","7","1","1","507","","","","1016","1016","1016","IABJFMEL_00784","FNKIIBCC_00042","KLCLGNMD_00624","LJFBHMDO_00870","FJKEEGCC_00544","LCKBFCAL_01107","GLGINFII_01163"
"group_849","","PGL/p-HBAD biosynthesis rhamnosyltransferase","7","7","1","13","58","","","","1349","1349","1349","IABJFMEL_00061","FNKIIBCC_00274","KLCLGNMD_00726","LJFBHMDO_00223","FJKEEGCC_00223","LCKBFCAL_00263","GLGINFII_00579"
"group_85","","hypothetical protein","7","7","1","2","145","","","","1136","1247","1199","IABJFMEL_00497","FNKIIBCC_01947","KLCLGNMD_01170","LJFBHMDO_03119","FJKEEGCC_02045","LCKBFCAL_01421","GLGINFII_01057"
"ansA","","putative L-asparaginase","7","7","1","10","85","","","","965","965","965","IABJFMEL_00385","FNKIIBCC_00345","KLCLGNMD_01058","LJFBHMDO_01484","FJKEEGCC_01341","LCKBFCAL_00753","GLGINFII_00946"
"group_851","","hypothetical protein","7","7","1","7","60","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","308","308","308","IABJFMEL_00295","FNKIIBCC_00757","KLCLGNMD_00816","LJFBHMDO_00312","FJKEEGCC_00463","LCKBFCAL_00353","GLGINFII_00665"
"prrA","","Transcriptional regulatory protein PrrA","7","7","1","1","542","","","","710","710","710","IABJFMEL_00820","FNKIIBCC_00078","KLCLGNMD_00588","LJFBHMDO_00834","FJKEEGCC_00580","LCKBFCAL_01143","GLGINFII_01127"
"rpe","","Ribulose-phosphate 3-epimerase","7","7","1","6","48","","","","689","689","689","IABJFMEL_02086","FNKIIBCC_02051","KLCLGNMD_02481","LJFBHMDO_01143","FJKEEGCC_02247","LCKBFCAL_02549","GLGINFII_02677"
"rodA","","putative FtsW-like protein","7","7","1","11","19","","","","1409","1409","1409","IABJFMEL_02620","FNKIIBCC_02548","KLCLGNMD_02895","LJFBHMDO_02723","FJKEEGCC_02676","LCKBFCAL_00974","GLGINFII_03086"
"group_855","","hypothetical protein","7","7","1","2","39","","","","2978","2978","2978","IABJFMEL_02269","FNKIIBCC_02418","KLCLGNMD_02626","LJFBHMDO_00484","FJKEEGCC_02400","LCKBFCAL_02667","GLGINFII_02837"
"group_856","","hypothetical protein","7","7","1","3","105","","","","728","728","728","IABJFMEL_02190","FNKIIBCC_03687","KLCLGNMD_03782","LJFBHMDO_03674","FJKEEGCC_03624","LCKBFCAL_03747","GLGINFII_03805"
"fadJ","","Fatty acid oxidation complex subunit alpha","7","7","1","1","211","","","","2162","2162","2162","IABJFMEL_02764","FNKIIBCC_02696","KLCLGNMD_00013","LJFBHMDO_01081","FJKEEGCC_02591","LCKBFCAL_02884","GLGINFII_02716"
"group_858","","hypothetical protein","7","7","1","3","47","","","","860","860","860","IABJFMEL_02870","FNKIIBCC_02889","KLCLGNMD_03088","LJFBHMDO_02965","FJKEEGCC_02987","LCKBFCAL_03204","GLGINFII_01674"
"trkA_2","","Trk system potassium uptake protein TrkA","7","7","1","3","13","","","","662","662","662","IABJFMEL_02560","FNKIIBCC_01428","KLCLGNMD_01814","LJFBHMDO_00614","FJKEEGCC_01533","LCKBFCAL_01874","GLGINFII_02198"
"group_86","","hypothetical protein","7","7","1","2","134","","","","266","293","281","IABJFMEL_00508","FNKIIBCC_01936","KLCLGNMD_01181","LJFBHMDO_03130","FJKEEGCC_02056","LCKBFCAL_01410","GLGINFII_01046"
"group_860","","hypothetical protein","7","7","1","3","28","","","","974","974","974","IABJFMEL_02575","FNKIIBCC_01443","KLCLGNMD_01829","LJFBHMDO_00629","FJKEEGCC_01518","LCKBFCAL_01859","GLGINFII_02183"
"eccB3_2","","ESX-3 secretion system ATPase EccB3","7","7","1","1","180","","","","1616","1616","1616","IABJFMEL_03847","FNKIIBCC_03361","KLCLGNMD_00551","LJFBHMDO_03330","FJKEEGCC_03353","LCKBFCAL_03545","GLGINFII_03542"
"kstR2_7","","HTH-type transcriptional repressor KstR2","7","7","1","1","239","","","","647","647","647","IABJFMEL_03278","FNKIIBCC_03283","KLCLGNMD_03358","LJFBHMDO_03248","FJKEEGCC_03259","LCKBFCAL_03499","GLGINFII_03483"
